product_id,product_name,price,category_id,product_class,modify_date,resistant,is_allergic,vitality_days
274,Papayas,88.1192,2,Low,2018-01-03 21:48:36.4400000,Weak,False,0
275,Corn Meal,50.1460,1,Medium,2018-02-03 20:52:22.0800000,Durable,True,88
276,Snapple - Iced Tea Peach,49.2508,5,High,2017-02-20 02:02:31.3000000,Unknown,True,0
277,Sea Bass - Whole,55.4964,9,Medium,2017-05-06 10:12:35.4400000,Durable,Unknown,118
278,Apricots - Halves,0.3735,11,Medium,2017-11-09 08:22:26.0400000,Weak,False,87
279,Beef - Texas Style Burger,91.1828,1,Low,2017-09-14 03:43:07.7100000,Durable,True,0
280,Onion Powder,61.8352,5,Medium,2018-01-26 10:28:47.9100000,Durable,False,0
281,"Bar Mix - Pina Colada, 355 Ml",33.0839,2,High,2017-08-06 19:23:16.7900000,Durable,True,0
282,"Lemonade - Natural, 591 Ml",56.1506,10,Low,2017-12-16 20:00:51.7400000,Durable,False,88
283,Bread Fig And Almond,1.1882,4,Low,2017-07-16 18:05:07.0100000,Durable,False,0
284,Beer - Rickards Red,93.4888,9,Low,2017-03-13 06:30:05.7700000,Weak,False,0
285,Cheese - Mix,71.8302,7,Low,2017-03-03 23:49:59.4700000,Unknown,Unknown,107
286,Beef - Prime Rib Aaa,40.4897,2,Low,2017-03-29 05:18:14.0300000,Durable,False,29
287,Bread - Italian Roll With Herbs,57.7090,7,Medium,2017-10-16 23:41:07.5200000,Durable,True,0
288,"Orange - Canned, Mandarin",78.8405,11,Low,2017-10-07 08:00:25.4800000,Durable,True,0
289,Sword Pick Asst,43.5169,10,Low,2017-05-03 08:05:37.5800000,Durable,False,0
290,Sauce - Rosee,38.8037,1,Low,2017-01-06 16:18:23.5400000,Unknown,True,110
291,"Crab - Dungeness, Whole",1.2559,2,Medium,2017-07-05 23:42:11.7600000,Unknown,False,0
292,Turkey - Oven Roast Breast,34.5364,8,Low,2017-11-13 02:37:18.5800000,Unknown,False,0
293,Garlic - Elephant,60.9698,11,Medium,2017-02-11 23:16:38.2300000,Durable,Unknown,0
294,Wine - Alsace Gewurztraminer,80.7133,10,Low,2018-02-28 03:09:58.0800000,Weak,Unknown,18
295,"Ice - Clear, 300 Lb For Carving",48.7695,7,Low,2018-02-07 06:44:47.6300000,Unknown,True,0
296,Wine - Valpolicella Masi,31.3545,3,Low,2018-05-07 21:44:03.8700000,Weak,False,90
297,Hinge W Undercut,81.9003,3,Low,2017-07-07 13:28:22.1100000,Durable,True,120
298,Pop Shoppe Cream Soda,95.7387,4,Medium,2017-06-03 01:25:35.3400000,Unknown,False,0
299,Fuji Apples,80.1371,4,Medium,2018-02-24 02:57:20.5100000,Unknown,False,0
300,"Beans - Kidney, Canned",69.5694,5,Medium,2017-11-16 02:35:16.7600000,Unknown,True,0
301,Beer - Labatt Blue,43.4120,8,Medium,2017-07-16 01:29:22.9300000,Weak,Unknown,0
302,"Doilies - 5, Paper",61.1598,11,Medium,2017-02-18 00:07:29.2800000,Durable,Unknown,0
303,Cod - Black Whole Fillet,72.6133,7,High,2017-06-28 14:09:58.3500000,Unknown,False,0
304,Banana Turning,72.1984,5,High,2017-06-27 18:42:41.0300000,Unknown,True,0
305,Pastry - Cheese Baked Scones,91.0997,8,Medium,2018-02-10 13:16:12.9500000,Weak,True,19
306,"Pepper - White, Ground",43.5953,4,Low,2018-04-08 20:08:51.7800000,Durable,True,117
307,Foam Cup 6 Oz,50.2256,1,High,2017-11-16 17:48:50.7800000,Durable,Unknown,0
308,Tea - Decaf Lipton,88.1209,6,High,2017-08-02 20:33:17.8900000,Durable,Unknown,0
309,Muffin Batt - Choc Chk,27.6344,11,Medium,2018-03-09 19:56:36.3100000,Durable,True,76
310,Coffee - Dark Roast,79.9780,9,Low,2018-01-14 19:33:15.5300000,Weak,False,0
311,Wonton Wrappers,40.2060,9,High,2017-12-29 02:11:49.6500000,Weak,Unknown,56
312,Salmon - Sockeye Raw,84.0645,1,Low,2017-09-27 16:52:04.2300000,Weak,True,54
313,Veal - Slab Bacon,39.9111,11,High,2017-10-12 15:02:29.6700000,Unknown,Unknown,116
314,Salmon Steak - Cohoe 8 Oz,5.6015,2,Medium,2017-07-23 12:09:48.2900000,Unknown,True,82
315,Wine - Gato Negro Cabernet,93.8047,6,Medium,2017-01-07 21:32:21.6300000,Unknown,True,0
316,Cheese - Victor Et Berthold,65.9395,11,High,2018-01-05 14:11:50.2700000,Weak,False,94
317,Water - Green Tea Refresher,35.2723,3,Low,2018-02-10 13:54:50.5600000,Weak,False,0
318,Ecolab - Solid Fusion,57.2610,10,High,2018-01-07 17:46:26.0500000,Unknown,Unknown,76
319,Towels - Paper / Kraft,77.6195,7,High,2017-04-01 20:09:14.6400000,Unknown,Unknown,0
320,Yogurt - French Vanilla,73.4396,9,Low,2017-12-22 23:43:02.2300000,Unknown,Unknown,0
321,"Potatoes - Instant, Mashed",10.4007,1,Medium,2017-12-10 23:22:52.2200000,Durable,Unknown,0
322,Onions - Vidalia,26.2846,2,Medium,2017-12-28 22:03:10.2400000,Unknown,Unknown,0
323,Extract - Lemon,54.3266,10,High,2018-01-31 23:52:44.7600000,Weak,False,99
324,Apricots - Dried,87.9023,10,Low,2018-03-04 21:55:43.8100000,Durable,True,42
325,Halibut - Fletches,3.1657,5,Low,2017-10-13 23:28:41.3800000,Unknown,True,87
326,Appetizer - Mushroom Tart,38.8590,9,High,2018-02-07 10:01:42.4900000,Unknown,False,0
327,"Appetizer - Mini Egg Roll, Shrimp",7.1436,2,Medium,2017-06-20 08:14:28.8100000,Unknown,False,0
328,Tuna - Salad Premix,96.8781,6,Medium,2017-01-22 14:12:31.1700000,Durable,True,35
329,"Pork - Loin, Center Cut",39.3496,6,High,2018-04-05 15:03:48.8100000,Weak,True,0
330,Olives - Kalamata,18.7914,10,Medium,2018-02-05 23:08:18.2200000,Unknown,False,0
331,Cookies Cereal Nut,67.3505,3,High,2017-12-23 12:34:09.2000000,Durable,Unknown,80
332,Bouq All Italian - Primerba,59.7578,5,Low,2018-04-12 08:47:00.1000000,Unknown,False,0
333,Cheese - Cottage Cheese,20.2364,7,High,2018-01-23 05:25:05.5300000,Weak,False,0
334,Ecolab - Lime - A - Way 4/4 L,21.6133,7,High,2018-03-08 01:07:50.9500000,Weak,True,0
335,"Oil - Shortening,liqud, Fry",18.4231,9,Low,2017-07-14 08:59:24.9700000,Weak,Unknown,84
336,Broom - Corn,71.9241,2,Low,2017-06-19 19:15:47.5000000,Durable,True,0
337,Bread - Rye,83.5373,3,Low,2017-06-21 05:50:53.3900000,Durable,True,0
338,Cheese - Camembert,28.9899,11,Low,2017-01-19 23:22:25.9700000,Durable,Unknown,0
339,Beef - Striploin Aa,2.3890,2,Medium,2017-06-09 17:13:52.8200000,Weak,Unknown,0
340,Veal - Sweetbread,28.2349,3,High,2017-04-04 03:41:07.6900000,Durable,True,0
341,"Bread - Roll, Canadian Dinner",90.2641,1,Low,2017-09-19 11:29:23.2500000,Weak,True,0
342,Mangoes,69.5881,1,Medium,2017-03-17 03:07:49.6200000,Unknown,False,51
343,Otomegusa Dashi Konbu,51.2061,1,High,2017-12-07 12:03:49.1700000,Durable,False,0
344,Sausage - Liver,63.5389,2,Low,2017-08-26 12:32:22.0600000,Unknown,False,114
345,Bread - Calabrese Baguette,98.5978,4,Medium,2017-05-18 14:06:33.9000000,Durable,False,67
346,Cheese - Parmesan Grated,17.1914,1,Low,2018-02-15 06:50:07.5400000,Unknown,True,0
347,Pail For Lid 1537,94.6253,8,Low,2017-02-01 11:34:48.9100000,Unknown,True,0
348,Pasta - Cheese / Spinach Bauletti,55.3683,10,Low,2017-11-29 11:06:49.9500000,Durable,True,54
349,Puree - Mocha,86.9086,4,Medium,2018-02-21 05:37:36.4400000,Unknown,True,0
350,Isomalt,82.8300,8,Low,2017-02-02 16:32:57.3600000,Unknown,True,0
351,Hot Chocolate - Individual,96.0823,1,High,2017-03-28 07:49:13.3000000,Durable,Unknown,0
352,"Beef - Tenderlion, Center Cut",24.6393,4,Low,2017-11-06 19:41:56.0600000,Unknown,False,5
353,Milk Powder,18.1191,8,Medium,2017-03-04 05:16:20.7000000,Weak,True,80
354,Crackers Cheez It,6.6975,7,Medium,2017-03-05 03:14:18.2700000,Unknown,False,0
355,Olives - Stuffed,59.1687,5,Low,2018-04-15 03:12:24.5400000,Durable,False,12
356,Dc - Frozen Momji,17.1274,6,High,2017-11-25 03:26:12.7000000,Durable,Unknown,0
357,Tilapia - Fillets,6.8332,2,Medium,2017-05-27 00:14:44.5300000,Durable,False,0
358,"Cheese - Boursin, Garlic / Herbs",84.7111,9,Medium,2017-09-02 16:14:14.5400000,Unknown,True,0
359,Rice - Long Grain,69.0327,11,High,2018-01-21 19:13:59.6600000,Durable,True,96
360,Wine - Hardys Bankside Shiraz,52.2407,10,Medium,2017-01-04 03:14:30.4600000,Durable,True,89
361,Coffee Decaf Colombian,36.4516,2,Medium,2017-10-20 11:54:22.9600000,Weak,True,71
362,Cumin - Whole,53.3476,7,Medium,2017-10-26 03:36:19.6000000,Durable,Unknown,0
363,Cornflakes,48.7712,11,High,2017-09-06 05:29:29.0900000,Unknown,True,0
364,Cattail Hearts,8.8429,1,High,2017-02-01 20:48:18.0900000,Unknown,Unknown,0
365,"Wine - Red, Harrow Estates, Cab",12.6274,7,Medium,2017-01-23 06:59:06.3300000,Weak,True,95
366,Tahini Paste,80.4483,4,High,2018-01-25 17:24:49.5500000,Unknown,False,0
367,Bread - Italian Corn Meal Poly,63.8281,5,Medium,2018-01-12 11:26:58.7000000,Unknown,True,65
368,Flour - Teff,18.2978,4,Low,2017-12-14 13:54:38.7200000,Unknown,False,0
369,Rambutan,87.1785,5,Medium,2017-01-10 03:10:23.3100000,Unknown,True,10
370,Muffin - Carrot Individual Wrap,21.8806,4,Low,2017-11-28 02:16:34.1300000,Weak,True,0
371,Creme De Banane - Marie,82.4022,8,High,2017-07-18 08:20:56.8800000,Durable,Unknown,0
372,Wine - Two Oceans Cabernet,6.2824,3,Low,2018-01-22 14:32:24.5800000,Unknown,True,0
373,Beef - Montreal Smoked Brisket,54.8719,9,Medium,2017-08-01 00:32:33.2200000,Durable,False,0
374,Jagermeister,49.3846,5,Low,2018-05-07 16:28:06.9500000,Durable,False,0
375,Snapple Lemon Tea,83.1755,8,High,2017-04-05 12:13:38.9700000,Unknown,True,80
376,Pasta - Angel Hair,40.8126,11,High,2017-09-26 20:15:02.5900000,Durable,True,51
377,"Wine - Red, Cooking",75.0785,1,Medium,2017-01-22 09:59:21.0600000,Durable,False,7
378,Bread Foccacia Whole,90.7877,9,High,2017-06-08 11:20:22.6900000,Durable,False,0
379,Smoked Paprika,89.3046,7,High,2017-10-18 07:49:09.9000000,Unknown,False,81
380,Wine - White Cab Sauv.on,85.9743,4,High,2018-01-05 16:38:33.8400000,Unknown,True,0
381,Vaccum Bag 10x13,44.2337,1,High,2018-01-06 22:26:53.5800000,Unknown,Unknown,41
382,Soup - Campbells Bean Medley,51.7754,4,Medium,2017-11-28 21:07:38.8700000,Weak,Unknown,0
383,Cake - Box Window 10x10x2.5,9.9694,2,High,2017-04-10 08:34:54.7300000,Weak,Unknown,0
384,Fond - Neutral,56.5197,10,High,2018-03-03 22:30:51.4500000,Unknown,True,105
385,"Pork - Back, Short Cut, Boneless",22.7091,10,High,2017-11-11 15:19:04.9100000,Durable,False,97
386,Sprouts - Baby Pea Tendrils,42.7112,10,Medium,2017-02-16 16:52:13.1300000,Weak,False,0
387,Fondant - Icing,41.6386,9,High,2018-02-09 03:30:39.4000000,Durable,False,100
388,Table Cloth 120 Round White,13.5389,1,Medium,2017-11-21 02:10:47.2600000,Durable,True,0
389,Pomello,62.4447,3,Medium,2018-04-01 21:55:26.4200000,Unknown,Unknown,103
390,"Seedlings - Mix, Organic",1.2956,3,Low,2017-12-27 05:33:12.2800000,Unknown,False,0
391,Bread - Bistro White,65.0908,1,Medium,2017-01-24 19:01:02.9700000,Unknown,True,72
392,Puree - Passion Fruit,98.8263,5,High,2018-02-25 13:36:38.8500000,Unknown,True,33
393,Olive - Spread Tapenade,59.9572,1,Low,2017-05-08 04:08:26.3200000,Unknown,Unknown,0
394,Rum - Mount Gay Eclipes,50.1484,3,High,2017-06-06 13:59:22.3500000,Durable,True,76
395,Juice - Lime,91.7833,1,Low,2017-10-22 15:46:44.7400000,Weak,True,0
396,Tea - Jasmin Green,36.9165,6,High,2018-04-03 07:53:03.6500000,Durable,False,0
397,Juice - Happy Planet,20.8169,1,Medium,2017-11-17 21:38:20.5400000,Weak,False,70
398,Wine - Wyndham Estate Bin 777,42.3632,11,High,2017-11-05 15:15:31.0800000,Weak,True,67
399,Berry Brulee,50.9114,6,Medium,2017-08-04 05:33:15.7300000,Unknown,True,0
400,Carbonated Water - Blackcherry,18.1495,1,High,2017-08-30 20:41:44.3500000,Durable,True,0
401,"Tart Shells - Sweet, 4",53.3634,8,High,2017-02-03 19:23:08.8400000,Unknown,Unknown,51
402,Butter - Unsalted,76.3275,5,High,2017-06-27 21:40:10.1900000,Durable,Unknown,6
403,Liners - Baking Cups,68.1898,5,Medium,2017-11-20 07:56:26.6300000,Unknown,Unknown,0
404,Pants Custom Dry Clean,65.0280,1,Medium,2017-03-27 03:21:02.3100000,Durable,False,0
405,Pastry - Raisin Muffin - Mini,0.4278,11,Medium,2017-11-25 08:12:00.4800000,Durable,True,0
406,"Shrimp - Baby, Warm Water",89.7999,9,High,2017-07-13 17:16:48.7300000,Durable,False,0
407,"Pepsi - Diet, 355 Ml",69.7674,7,High,2017-04-08 19:09:22.8300000,Weak,False,0
408,Blueberries,68.7346,4,Low,2017-03-06 12:48:13.7500000,Unknown,False,0
409,Skirt - 29 Foot,23.5220,11,Medium,2018-04-08 15:00:39.3100000,Durable,Unknown,0
410,Fenngreek Seed,18.3560,6,Low,2017-07-20 06:57:21.9400000,Unknown,Unknown,91
411,Durian Fruit,42.0489,6,Low,2017-11-03 17:26:51.6400000,Unknown,True,0
412,Lettuce - California Mix,16.0456,5,High,2018-04-27 12:54:21.8400000,Weak,True,0
413,Ice Cream Bar - Oreo Cone,95.4065,3,High,2018-03-25 08:25:04.6500000,Durable,False,5
414,Sauerkraut,83.0585,7,Low,2017-01-17 02:35:25.8200000,Durable,Unknown,87
415,Mussels - Frozen,8.0069,10,High,2017-05-07 04:47:36.8900000,Durable,False,0
416,Baking Powder,84.6763,10,Low,2018-03-31 14:46:44.0900000,Weak,True,0
417,"Lamb - Pieces, Diced",43.3781,5,Medium,2017-07-18 19:01:24.8600000,Unknown,Unknown,12
418,Truffle Cups - Brown,92.2516,2,Low,2017-11-12 06:58:37.6400000,Unknown,True,0
419,Pork - Belly Fresh,86.1338,3,Low,2017-07-31 05:29:13.1800000,Weak,True,8
420,Whmis - Spray Bottle Trigger,69.9163,9,High,2018-04-15 14:06:53.2000000,Weak,True,0
421,Soup V8 Roasted Red Pepper,38.8096,6,High,2018-04-25 13:54:10.1600000,Durable,False,0
422,"Garlic - Primerba, Paste",50.2892,5,High,2017-02-22 09:16:11.4300000,Weak,Unknown,60
423,"Fish - Scallops, Cold Smoked",55.8531,2,Medium,2018-01-21 15:59:12.3100000,Unknown,Unknown,35
424,Vinegar - Tarragon,85.8828,3,Medium,2017-05-23 21:37:11.0400000,Unknown,False,0
425,Wine - Redchard Merritt,56.7898,4,Medium,2017-11-04 07:15:31.1600000,Weak,Unknown,0
426,Scallops - Live In Shell,83.5759,3,Low,2017-09-29 18:44:18.0400000,Unknown,Unknown,0
427,Wine - Vineland Estate Semi - Dry,46.3252,3,High,2017-09-17 10:23:58.2600000,Durable,False,0
428,Wine - Ruffino Chianti,4.7235,7,Medium,2017-02-25 10:33:10.8700000,Unknown,True,48
429,Beef - Short Loin,57.6013,4,High,2017-07-17 00:41:22.2100000,Weak,False,0
430,Milk - 1%,46.2589,2,Low,2017-05-12 04:20:35.3300000,Durable,False,84
431,Muffin Chocolate Individual Wrap,19.9957,10,Medium,2018-03-18 22:36:42.0600000,Weak,False,89
432,Beer - Original Organic Lager,32.7153,2,High,2017-07-26 18:43:49.9900000,Unknown,False,44
433,"Beans - Kidney, Red Dry",39.8762,3,Low,2018-03-14 05:47:06.9700000,Durable,False,11
434,Cookie - Dough Variety,71.1551,7,Low,2017-02-18 11:07:25.5500000,Weak,True,0
435,"Salsify, Organic",32.6109,8,High,2017-12-02 21:15:24.9900000,Durable,True,0
436,Table Cloth 81x81 White,67.9063,7,High,2017-07-13 00:46:43.3800000,Unknown,False,25
437,Chips Potato All Dressed - 43g,83.5856,10,High,2017-01-09 13:11:12.2300000,Durable,Unknown,0
438,Juice - Orange,44.9415,2,Low,2017-01-15 05:13:52.4200000,Durable,Unknown,0
439,"Beef - Chuck, Boneless",56.0919,11,Medium,2017-04-09 14:18:50.9600000,Unknown,False,108
440,Pork - Inside,32.9092,1,Low,2017-05-01 22:02:16.1700000,Unknown,Unknown,0
441,Blackberries,72.9439,3,Medium,2018-03-19 21:42:50.3000000,Weak,Unknown,0
442,Wine - Ej Gallo Sierra Valley,72.9041,6,Medium,2017-12-06 14:42:25.6400000,Unknown,Unknown,106
443,Lettuce - Spring Mix,90.0169,2,Low,2017-12-22 11:10:07.9600000,Unknown,False,79
444,Cheese - Cambozola,44.0886,8,Low,2017-09-13 14:58:04.4700000,Durable,Unknown,56
445,Pastry - Choclate Baked,59.2467,8,High,2017-02-23 12:06:20.6300000,Weak,Unknown,76
446,Sunflower Seed Raw,49.0452,7,High,2017-02-06 06:06:41.1300000,Unknown,Unknown,18
447,"Salmon - Atlantic, Skin On",3.4198,3,High,2018-04-12 05:11:34.2100000,Unknown,True,0
448,Gatorade - Xfactor Berry,76.8988,5,Low,2017-04-22 01:33:00.4900000,Unknown,False,0
449,Nantuket Peach Orange,42.1414,4,Low,2017-01-31 09:11:45.4500000,Unknown,False,0
450,Wine - Vidal Icewine Magnotta,7.1070,3,Low,2017-12-01 01:00:00.6500000,Unknown,Unknown,0
451,Soup - Campbells Tomato Ravioli,93.5384,1,Low,2017-09-16 12:51:38.7800000,Durable,False,0
452,Napkin White - Starched,28.5653,11,Low,2017-01-06 14:39:42.8900000,Durable,Unknown,0
